epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,8279.54,0.69996,1.33289,0.42197,0.93606,0.96225,0.93152,0.97777,0.82911,0.94275,0.91312,0.94379,0.69597,0.64835,1.51003,0.36949,0.91634,0.005248,0.005248,0.005248
122,8347.57,0.70403,1.36125,0.43015,0.9404,0.96191,0.92483,0.9761,0.82926,0.94545,0.90894,0.94672,0.70042,0.64746,1.5146,0.37701,0.91611,0.0052084,0.0052084,0.0052084
123,8415.37,0.70169,1.31642,0.42842,0.9392,0.972,0.93179,0.9707,0.82368,0.95619,0.91114,0.9408,0.69549,0.64607,1.53474,0.37017,0.91797,0.0051688,0.0051688,0.0051688
124,8483.49,0.69521,1.33137,0.42279,0.94266,0.96859,0.93109,0.97773,0.83162,0.94955,0.91312,0.94636,0.69272,0.64426,1.52471,0.3642,0.91882,0.0051292,0.0051292,0.0051292
125,8553.24,0.69936,1.32985,0.42118,0.94396,0.96456,0.93135,0.96911,0.82387,0.943,0.91071,0.93385,0.69604,0.64182,1.51882,0.36475,0.91555,0.0050896,0.0050896,0.0050896
126,8623.01,0.70445,1.3401,0.42573,0.9382,0.96913,0.92331,0.96723,0.82066,0.95101,0.90237,0.92953,0.6869,0.64132,1.54728,0.3707,0.90939,0.00505,0.00505,0.00505
127,8691.32,0.70177,1.34952,0.42421,0.93649,0.96835,0.92572,0.97184,0.82876,0.94912,0.90715,0.94307,0.69716,0.6417,1.5163,0.3762,0.91176,0.0050104,0.0050104,0.0050104
128,8759.42,0.69995,1.33924,0.42138,0.94202,0.96884,0.92392,0.97031,0.8263,0.95151,0.90734,0.94171,0.69919,0.6393,1.5421,0.36742,0.91331,0.0049708,0.0049708,0.0049708
129,8827.83,0.68471,1.31502,0.41134,0.93541,0.95931,0.93442,0.97185,0.82677,0.9443,0.92003,0.94592,0.69689,0.63983,1.5316,0.36478,0.91295,0.0049312,0.0049312,0.0049312
130,8896.66,0.69436,1.3463,0.41797,0.93645,0.95716,0.93769,0.97319,0.82571,0.93993,0.91853,0.93992,0.69735,0.63859,1.54303,0.36792,0.91261,0.0048916,0.0048916,0.0048916
131,8965.96,0.69748,1.35171,0.41844,0.93612,0.96011,0.93118,0.97266,0.82597,0.94342,0.91502,0.94282,0.70153,0.64174,1.51885,0.36646,0.91281,0.004852,0.004852,0.004852
132,9033.9,0.68912,1.30225,0.40873,0.93755,0.96053,0.9351,0.97384,0.83104,0.94922,0.90963,0.94128,0.6983,0.63822,1.51818,0.36482,0.91057,0.0048124,0.0048124,0.0048124
133,9102.98,0.69395,1.31836,0.41778,0.93813,0.9577,0.9338,0.97352,0.82784,0.93426,0.91183,0.93848,0.70005,0.63699,1.51558,0.36969,0.91159,0.0047728,0.0047728,0.0047728
134,9170.48,0.68764,1.31818,0.41457,0.9331,0.96548,0.92325,0.97211,0.82844,0.94527,0.90448,0.94123,0.70039,0.64232,1.53144,0.37696,0.91244,0.0047332,0.0047332,0.0047332
135,9239.54,0.68689,1.31419,0.41482,0.93372,0.95461,0.93338,0.97272,0.82983,0.94284,0.91285,0.94408,0.69883,0.64601,1.52831,0.37713,0.91397,0.0046936,0.0046936,0.0046936
136,9307.66,0.68906,1.30082,0.41068,0.93568,0.96768,0.9286,0.97159,0.82874,0.9487,0.90923,0.94103,0.70181,0.64183,1.53316,0.36528,0.91316,0.004654,0.004654,0.004654
137,9376.15,0.67406,1.29321,0.40691,0.92548,0.96771,0.92617,0.9733,0.83388,0.94884,0.90821,0.94462,0.70816,0.63994,1.53229,0.36455,0.91042,0.0046144,0.0046144,0.0046144
138,9445,0.68841,1.29974,0.40616,0.9352,0.96587,0.92576,0.97218,0.83108,0.94391,0.90065,0.93513,0.69837,0.6317,1.55112,0.36639,0.90428,0.0045748,0.0045748,0.0045748
139,9513.68,0.68374,1.32457,0.41139,0.93272,0.96215,0.92746,0.97043,0.82756,0.95584,0.89696,0.93939,0.69949,0.63727,1.52569,0.36751,0.90758,0.0045352,0.0045352,0.0045352
140,9582.54,0.68984,1.3118,0.40962,0.93705,0.96406,0.9306,0.97379,0.82799,0.94652,0.91375,0.9455,0.69917,0.6422,1.51982,0.36201,0.9126,0.0044956,0.0044956,0.0044956
141,9650.78,0.67795,1.28028,0.40252,0.93094,0.96856,0.9244,0.97178,0.82815,0.95075,0.90639,0.94317,0.70187,0.63943,1.52029,0.35993,0.91589,0.004456,0.004456,0.004456
142,9720.4,0.68604,1.32194,0.41133,0.9348,0.97197,0.92018,0.9684,0.8298,0.95517,0.90247,0.93849,0.69828,0.6377,1.52919,0.36441,0.91393,0.0044164,0.0044164,0.0044164
143,9788.1,0.68015,1.3114,0.40523,0.93626,0.97426,0.92296,0.97167,0.82922,0.95654,0.90517,0.94042,0.6986,0.64164,1.51774,0.3647,0.91865,0.0043768,0.0043768,0.0043768
144,9855.91,0.68092,1.28889,0.4038,0.93395,0.97053,0.92343,0.97272,0.8306,0.95346,0.90865,0.94455,0.70051,0.63873,1.53221,0.36342,0.91659,0.0043372,0.0043372,0.0043372
145,9924.66,0.67071,1.29843,0.40275,0.92874,0.9705,0.92508,0.97339,0.82988,0.95104,0.90386,0.94026,0.70307,0.63857,1.56082,0.36035,0.91672,0.0042976,0.0042976,0.0042976
146,9993.17,0.678,1.27719,0.39853,0.93274,0.96777,0.92633,0.97111,0.8277,0.94842,0.90793,0.94103,0.70262,0.64105,1.55966,0.36126,0.91394,0.004258,0.004258,0.004258
147,10063.5,0.68027,1.30833,0.40589,0.93331,0.96184,0.92717,0.97036,0.82953,0.94406,0.90965,0.94206,0.70502,0.64239,1.56415,0.36478,0.91528,0.0042184,0.0042184,0.0042184
148,10132.3,0.67169,1.25236,0.39577,0.92952,0.96723,0.92071,0.97056,0.82863,0.94202,0.90145,0.93466,0.70358,0.64054,1.57501,0.36167,0.91405,0.0041788,0.0041788,0.0041788
149,10200.2,0.67894,1.2652,0.40156,0.93213,0.95866,0.92898,0.96766,0.82429,0.94062,0.91116,0.93871,0.70507,0.63744,1.54722,0.35961,0.91253,0.0041392,0.0041392,0.0041392
150,10268.5,0.66411,1.27346,0.40045,0.92792,0.96641,0.92099,0.96846,0.82808,0.94754,0.90301,0.93817,0.70613,0.63514,1.50726,0.35769,0.90985,0.0040996,0.0040996,0.0040996
151,10336.9,0.66396,1.2744,0.39991,0.92584,0.96657,0.9198,0.96941,0.82964,0.94738,0.90231,0.94044,0.70407,0.63025,1.51818,0.35693,0.90756,0.00406,0.00406,0.00406
152,10407.1,0.66937,1.22862,0.39548,0.92534,0.96624,0.92938,0.97064,0.83259,0.95142,0.91167,0.94486,0.71048,0.6292,1.53688,0.35431,0.90518,0.0040204,0.0040204,0.0040204
153,10475.1,0.67712,1.27995,0.39907,0.93239,0.96723,0.92574,0.96994,0.83107,0.94797,0.90734,0.94334,0.70908,0.63225,1.54605,0.35743,0.90947,0.0039808,0.0039808,0.0039808
154,10543.4,0.66859,1.25808,0.38957,0.92986,0.97416,0.92167,0.9697,0.83227,0.95782,0.90621,0.94534,0.71461,0.62728,1.52011,0.35881,0.90995,0.0039412,0.0039412,0.0039412
155,10612.7,0.66817,1.27194,0.39487,0.92563,0.96876,0.9238,0.96916,0.82984,0.96279,0.89506,0.9391,0.70428,0.62952,1.52424,0.35839,0.91092,0.0039016,0.0039016,0.0039016
156,10681.8,0.66292,1.25586,0.39068,0.92505,0.96913,0.92593,0.96808,0.82976,0.95362,0.91088,0.94306,0.70675,0.63338,1.52627,0.35896,0.91168,0.003862,0.003862,0.003862
157,10750.1,0.66694,1.25763,0.3944,0.9293,0.96714,0.92643,0.96871,0.82928,0.95483,0.90348,0.93916,0.70588,0.6343,1.55442,0.35667,0.91024,0.0038224,0.0038224,0.0038224
158,10818,0.66914,1.26224,0.39529,0.9227,0.97002,0.92729,0.96767,0.82937,0.95739,0.90351,0.94031,0.70233,0.63102,1.5358,0.35676,0.90729,0.0037828,0.0037828,0.0037828
159,10889.3,0.66186,1.266,0.39426,0.92654,0.97954,0.91507,0.96758,0.8293,0.96356,0.90008,0.9399,0.69892,0.62844,1.5405,0.35655,0.90947,0.0037432,0.0037432,0.0037432
160,10959.1,0.66272,1.27047,0.39286,0.93087,0.96505,0.9259,0.9672,0.82429,0.94767,0.90932,0.94086,0.7048,0.62721,1.51555,0.35763,0.90702,0.0037036,0.0037036,0.0037036
161,11027.5,0.66887,1.26488,0.39466,0.9275,0.97446,0.91445,0.96962,0.83152,0.9576,0.8953,0.94174,0.70852,0.62993,1.52591,0.35788,0.90747,0.003664,0.003664,0.003664
162,11095.3,0.66382,1.23909,0.39446,0.92511,0.96189,0.92627,0.96759,0.83207,0.94311,0.90841,0.9376,0.70557,0.63057,1.54089,0.35986,0.9088,0.0036244,0.0036244,0.0036244
163,11164.7,0.66362,1.24836,0.38731,0.92662,0.96048,0.92639,0.96795,0.83291,0.95671,0.89437,0.94085,0.70745,0.63099,1.55928,0.3602,0.90947,0.0035848,0.0035848,0.0035848
164,11233.8,0.65889,1.22541,0.38959,0.92515,0.96087,0.92978,0.96752,0.83158,0.94687,0.91247,0.93983,0.70636,0.62975,1.56395,0.35798,0.90982,0.0035452,0.0035452,0.0035452
165,11304.8,0.65548,1.24307,0.39001,0.9278,0.96482,0.92447,0.967,0.8304,0.94825,0.90585,0.93843,0.70749,0.62898,1.5812,0.35469,0.90895,0.0035056,0.0035056,0.0035056
166,11375.7,0.66179,1.244,0.38666,0.92624,0.96335,0.92807,0.968,0.83199,0.94704,0.90943,0.93856,0.70914,0.62542,1.56571,0.35247,0.90884,0.003466,0.003466,0.003466
167,11448.5,0.66212,1.24526,0.38563,0.92933,0.96104,0.92696,0.96832,0.83086,0.94515,0.90477,0.93654,0.70692,0.62796,1.57322,0.35336,0.9094,0.0034264,0.0034264,0.0034264
168,11519.3,0.65407,1.24492,0.38479,0.92468,0.96665,0.92617,0.96855,0.83104,0.94596,0.90231,0.93579,0.70772,0.6254,1.57464,0.34878,0.90704,0.0033868,0.0033868,0.0033868
169,11587.7,0.65269,1.22986,0.38469,0.92475,0.96184,0.92813,0.96872,0.8319,0.93906,0.90611,0.93334,0.70492,0.62685,1.59235,0.34716,0.90562,0.0033472,0.0033472,0.0033472
170,11655.8,0.65214,1.23645,0.38251,0.92247,0.96782,0.92899,0.96789,0.829,0.94913,0.91102,0.93763,0.70282,0.62592,1.57107,0.34802,0.90523,0.0033076,0.0033076,0.0033076
171,11724.4,0.65201,1.25116,0.39108,0.92269,0.96855,0.93011,0.96632,0.82726,0.95464,0.91674,0.9433,0.70241,0.62935,1.54817,0.35046,0.90688,0.003268,0.003268,0.003268
172,11793.5,0.65088,1.22628,0.38269,0.92212,0.96177,0.93211,0.96901,0.8305,0.94535,0.91622,0.94157,0.70573,0.62853,1.54273,0.34939,0.90648,0.0032284,0.0032284,0.0032284
173,11862.2,0.65043,1.21292,0.38489,0.91983,0.96562,0.9259,0.96906,0.832,0.94966,0.90912,0.94081,0.7061,0.62625,1.55531,0.34771,0.9055,0.0031888,0.0031888,0.0031888
174,11930.8,0.64757,1.21681,0.37422,0.92031,0.96505,0.92478,0.9693,0.83162,0.94828,0.90699,0.93891,0.70411,0.62758,1.57785,0.34706,0.90434,0.0031492,0.0031492,0.0031492
175,11998.7,0.64759,1.24187,0.37833,0.91893,0.96687,0.92478,0.96832,0.83171,0.94819,0.90707,0.93543,0.70436,0.62688,1.57886,0.35049,0.90605,0.0031096,0.0031096,0.0031096
176,12066.5,0.64307,1.21604,0.37766,0.91658,0.96812,0.92505,0.96882,0.83018,0.94994,0.90777,0.93919,0.70668,0.62769,1.5749,0.34785,0.90413,0.00307,0.00307,0.00307
177,12134.8,0.64106,1.20373,0.37398,0.91685,0.96975,0.92713,0.96832,0.83213,0.95208,0.91027,0.93836,0.70652,0.62596,1.59931,0.34441,0.90518,0.0030304,0.0030304,0.0030304
178,12203.7,0.64348,1.21558,0.3789,0.91839,0.97376,0.92324,0.96931,0.83543,0.95603,0.90639,0.94199,0.70948,0.6269,1.58322,0.34315,0.90572,0.0029908,0.0029908,0.0029908
179,12272.1,0.63897,1.19434,0.3742,0.91916,0.96973,0.92687,0.96879,0.83512,0.95398,0.9121,0.94278,0.70968,0.62839,1.58198,0.34566,0.90633,0.0029512,0.0029512,0.0029512
180,12340.6,0.64895,1.22334,0.37525,0.92099,0.96919,0.92821,0.9694,0.83229,0.95155,0.91124,0.94179,0.70958,0.62951,1.58642,0.34652,0.90674,0.0029116,0.0029116,0.0029116
181,12409.6,0.63664,1.19262,0.36824,0.91672,0.97509,0.92392,0.96879,0.83092,0.95854,0.9082,0.94047,0.70882,0.63105,1.60398,0.34504,0.90632,0.002872,0.002872,0.002872
182,12482.3,0.64587,1.20973,0.36767,0.91881,0.97338,0.92423,0.96879,0.83156,0.95291,0.90646,0.94084,0.71009,0.63106,1.58085,0.34529,0.90416,0.0028324,0.0028324,0.0028324
183,12556,0.63991,1.21924,0.37116,0.91735,0.9776,0.91984,0.96909,0.83062,0.95852,0.90193,0.93883,0.70782,0.63082,1.56906,0.34572,0.90363,0.0027928,0.0027928,0.0027928
184,12625.2,0.63853,1.2011,0.36606,0.92003,0.97569,0.92133,0.96857,0.83064,0.95712,0.90387,0.93919,0.70903,0.63018,1.58697,0.34322,0.90321,0.0027532,0.0027532,0.0027532
185,12695.2,0.63822,1.21633,0.36993,0.91594,0.97369,0.92024,0.96764,0.831,0.95448,0.90199,0.93767,0.70771,0.6298,1.59438,0.34461,0.90647,0.0027136,0.0027136,0.0027136
186,12763.6,0.64064,1.21043,0.3741,0.92112,0.9707,0.92478,0.96766,0.83134,0.95056,0.90541,0.93815,0.70998,0.62859,1.60054,0.34558,0.90772,0.002674,0.002674,0.002674
187,12831.7,0.62983,1.19257,0.36567,0.91474,0.96825,0.9266,0.96726,0.83121,0.94872,0.90793,0.93783,0.71077,0.62852,1.61331,0.34385,0.90757,0.0026344,0.0026344,0.0026344
188,12899.8,0.63001,1.18043,0.36533,0.91407,0.96784,0.92757,0.9682,0.83227,0.95024,0.91072,0.93854,0.70901,0.62644,1.60665,0.34116,0.90688,0.0025948,0.0025948,0.0025948
189,12967.7,0.63388,1.2247,0.36677,0.91881,0.96875,0.9272,0.96907,0.83182,0.94798,0.90668,0.93471,0.71045,0.62687,1.58948,0.33961,0.90802,0.0025552,0.0025552,0.0025552
190,13035.4,0.63945,1.19753,0.36776,0.9225,0.96728,0.92451,0.96916,0.83145,0.94618,0.90413,0.93521,0.70967,0.62568,1.57775,0.34174,0.90697,0.0025156,0.0025156,0.0025156
191,13104.7,0.62719,1.18565,0.35828,0.91627,0.96751,0.92253,0.96938,0.83202,0.94785,0.90439,0.93517,0.70752,0.62712,1.60137,0.34105,0.9075,0.002476,0.002476,0.002476
192,13174.6,0.62403,1.17178,0.36073,0.91635,0.96683,0.9245,0.96892,0.83208,0.94651,0.90514,0.934,0.71037,0.62626,1.61017,0.34235,0.90706,0.0024364,0.0024364,0.0024364
193,13242.3,0.62972,1.18607,0.36599,0.9119,0.96762,0.92184,0.96888,0.83308,0.95886,0.89546,0.93605,0.70866,0.62552,1.62132,0.34182,0.90713,0.0023968,0.0023968,0.0023968
194,13311.1,0.63222,1.18123,0.36203,0.91522,0.97106,0.92332,0.96859,0.8333,0.94865,0.90227,0.93002,0.70421,0.62601,1.64747,0.3399,0.90806,0.0023572,0.0023572,0.0023572
195,13379.7,0.62574,1.17699,0.35798,0.91589,0.97386,0.92253,0.96941,0.83339,0.95298,0.90333,0.93208,0.7033,0.62599,1.653,0.3377,0.90872,0.0023176,0.0023176,0.0023176
196,13448.3,0.62834,1.1814,0.35905,0.91389,0.97366,0.92184,0.96913,0.83197,0.95251,0.90204,0.93242,0.70456,0.62475,1.64709,0.33758,0.90837,0.002278,0.002278,0.002278
197,13516.7,0.617,1.17507,0.35591,0.91292,0.96621,0.92676,0.96847,0.83251,0.94617,0.90647,0.93352,0.70741,0.6237,1.63116,0.33909,0.90801,0.0022384,0.0022384,0.0022384
198,13587.4,0.62654,1.1559,0.3607,0.91579,0.96145,0.92996,0.96833,0.83239,0.94045,0.90942,0.93236,0.70718,0.62514,1.63964,0.34019,0.90951,0.0021988,0.0021988,0.0021988
199,13656.1,0.62122,1.1671,0.35815,0.90976,0.9749,0.91552,0.96894,0.83307,0.95316,0.89504,0.93195,0.70641,0.62536,1.64257,0.33825,0.90963,0.0021592,0.0021592,0.0021592
200,13723.6,0.62497,1.17555,0.35798,0.91449,0.9532,0.93708,0.96906,0.83398,0.95479,0.90023,0.93759,0.70803,0.62669,1.66094,0.3399,0.90974,0.0021196,0.0021196,0.0021196
201,13792.6,0.62583,1.18371,0.35867,0.91874,0.95439,0.93489,0.9683,0.834,0.95609,0.89962,0.93891,0.70985,0.62639,1.66969,0.3415,0.90965,0.00208,0.00208,0.00208
202,13860.9,0.61819,1.16061,0.3525,0.91284,0.95533,0.93405,0.96784,0.83305,0.95666,0.90084,0.93974,0.70886,0.62622,1.68156,0.34107,0.90911,0.0020404,0.0020404,0.0020404
203,13929.2,0.62049,1.17018,0.35419,0.91269,0.95924,0.93288,0.96802,0.83387,0.95206,0.89891,0.93374,0.70891,0.62505,1.67924,0.33951,0.90818,0.0020008,0.0020008,0.0020008
204,13998.7,0.61534,1.15432,0.35489,0.91032,0.95687,0.93328,0.96715,0.83155,0.95549,0.89981,0.93513,0.70869,0.62527,1.67235,0.34114,0.90696,0.0019612,0.0019612,0.0019612
205,14067.3,0.61651,1.16597,0.35167,0.91528,0.97071,0.92283,0.96741,0.83152,0.94982,0.9032,0.93177,0.70588,0.62679,1.68851,0.33985,0.90707,0.0019216,0.0019216,0.0019216
206,14134.9,0.61352,1.13529,0.3463,0.91164,0.9664,0.92397,0.96741,0.83164,0.94621,0.90496,0.93257,0.70607,0.62908,1.69194,0.33909,0.91015,0.001882,0.001882,0.001882
207,14203.3,0.61893,1.17098,0.35035,0.91488,0.95678,0.93418,0.96715,0.83249,0.94984,0.90118,0.93237,0.70635,0.62672,1.67149,0.33892,0.90621,0.0018424,0.0018424,0.0018424
208,14273.1,0.61004,1.16296,0.35548,0.90866,0.97142,0.92405,0.96747,0.83273,0.95205,0.90582,0.93574,0.70958,0.62785,1.65987,0.33868,0.90665,0.0018028,0.0018028,0.0018028
209,14341.7,0.61448,1.14202,0.34577,0.90751,0.97378,0.92373,0.96747,0.83145,0.95329,0.90519,0.9351,0.70922,0.62962,1.65896,0.33823,0.90756,0.0017632,0.0017632,0.0017632
210,14409.3,0.61425,1.13433,0.34879,0.91051,0.97424,0.92397,0.96752,0.83288,0.95456,0.9053,0.9351,0.7102,0.62966,1.65828,0.34005,0.9078,0.0017236,0.0017236,0.0017236
211,14479.8,0.60478,1.14141,0.3422,0.9083,0.97188,0.92384,0.96728,0.83143,0.95161,0.9038,0.93395,0.7115,0.62969,1.645,0.34051,0.90803,0.001684,0.001684,0.001684
212,14550,0.60104,1.12517,0.34566,0.90242,0.97146,0.92374,0.9677,0.83027,0.94817,0.90091,0.92944,0.7101,0.62987,1.64801,0.34094,0.90761,0.0016444,0.0016444,0.0016444
213,14618.3,0.6077,1.12751,0.3477,0.90446,0.9709,0.92325,0.96708,0.83048,0.94805,0.89883,0.92883,0.70879,0.62938,1.64538,0.34055,0.90671,0.0016048,0.0016048,0.0016048
214,14686.3,0.61035,1.1371,0.34727,0.91056,0.96998,0.92276,0.96717,0.83035,0.94775,0.90095,0.92932,0.70827,0.63015,1.65233,0.34081,0.90666,0.0015652,0.0015652,0.0015652
215,14753.9,0.60616,1.13894,0.34553,0.90747,0.96894,0.92157,0.96685,0.83022,0.94643,0.89996,0.92732,0.7088,0.62981,1.66178,0.34202,0.90663,0.0015256,0.0015256,0.0015256
216,14822.1,0.60109,1.12553,0.33709,0.90299,0.96758,0.92233,0.96697,0.83105,0.94571,0.90151,0.93049,0.7083,0.62932,1.66313,0.3401,0.90587,0.001486,0.001486,0.001486
217,14890.4,0.60055,1.13165,0.3428,0.90561,0.9666,0.92612,0.96726,0.83077,0.94472,0.90534,0.93106,0.70878,0.62844,1.66715,0.33874,0.90531,0.0014464,0.0014464,0.0014464
218,14959,0.60604,1.14631,0.34968,0.90785,0.96267,0.9288,0.9667,0.83084,0.94143,0.90529,0.92929,0.70542,0.62929,1.67259,0.34174,0.90545,0.0014068,0.0014068,0.0014068
219,15026.6,0.59614,1.11729,0.34011,0.90697,0.96399,0.92733,0.96645,0.83065,0.94189,0.90615,0.93113,0.70461,0.62977,1.67126,0.34165,0.90555,0.0013672,0.0013672,0.0013672
220,15095.1,0.6002,1.12376,0.34435,0.90342,0.9675,0.92368,0.96658,0.83024,0.94434,0.90274,0.93046,0.7045,0.62884,1.67693,0.3396,0.90622,0.0013276,0.0013276,0.0013276
221,15164.1,0.59777,1.11539,0.34098,0.9052,0.97166,0.92195,0.96638,0.83057,0.94869,0.90007,0.92928,0.70529,0.62899,1.68132,0.3387,0.9068,0.001288,0.001288,0.001288
222,15232.6,0.59792,1.12205,0.34016,0.90529,0.97217,0.92385,0.96623,0.83052,0.9486,0.90207,0.92924,0.70661,0.62852,1.68841,0.3386,0.90683,0.0012484,0.0012484,0.0012484
223,15300.4,0.59933,1.12588,0.34047,0.91058,0.96989,0.92386,0.96623,0.82978,0.94522,0.90061,0.92687,0.70589,0.62763,1.69216,0.33887,0.90733,0.0012088,0.0012088,0.0012088
224,15369.3,0.59332,1.11636,0.33503,0.90442,0.9712,0.92141,0.96627,0.82857,0.94523,0.89744,0.92523,0.70598,0.62715,1.68937,0.33911,0.90693,0.0011692,0.0011692,0.0011692
225,15437.4,0.59237,1.11584,0.33465,0.90332,0.97432,0.91766,0.96621,0.82939,0.95018,0.89485,0.92885,0.70708,0.62714,1.68653,0.34099,0.90658,0.0011296,0.0011296,0.0011296
226,15505.9,0.59728,1.12706,0.33689,0.90345,0.97406,0.91789,0.96574,0.8299,0.95187,0.89687,0.9308,0.70763,0.62782,1.68924,0.34213,0.90698,0.00109,0.00109,0.00109
227,15574.1,0.59424,1.09587,0.33358,0.9038,0.97168,0.92258,0.96593,0.83029,0.9485,0.90039,0.92875,0.70707,0.62825,1.69499,0.34196,0.90743,0.0010504,0.0010504,0.0010504
228,15642.3,0.59207,1.09754,0.33496,0.9036,0.97122,0.92135,0.96548,0.8309,0.94525,0.90115,0.92774,0.70575,0.62774,1.70346,0.34258,0.90657,0.0010108,0.0010108,0.0010108
229,15710.7,0.5916,1.11467,0.33135,0.89963,0.96299,0.9277,0.96533,0.8319,0.94855,0.89792,0.92814,0.70615,0.62767,1.70635,0.34214,0.90613,0.0009712,0.0009712,0.0009712
230,15778.6,0.59037,1.10337,0.33305,0.9027,0.97064,0.91988,0.96507,0.83111,0.94714,0.89789,0.9277,0.70568,0.62752,1.71414,0.34162,0.90583,0.0009316,0.0009316,0.0009316
231,15846.6,0.59379,1.08792,0.32936,0.90303,0.9698,0.92002,0.965,0.83076,0.9465,0.89788,0.92778,0.70567,0.62798,1.72069,0.34212,0.90638,0.000892,0.000892,0.000892
232,15914.4,0.58432,1.0859,0.33443,0.90087,0.97006,0.92131,0.96492,0.83096,0.94634,0.89884,0.92628,0.70622,0.627,1.72464,0.34202,0.90554,0.0008524,0.0008524,0.0008524
233,15982.2,0.58778,1.12165,0.33232,0.90349,0.97004,0.92086,0.96494,0.82938,0.94292,0.90352,0.92686,0.7072,0.6278,1.73337,0.34285,0.90644,0.0008128,0.0008128,0.0008128
234,16051.3,0.58213,1.07969,0.32472,0.89866,0.96724,0.9253,0.96485,0.82938,0.9433,0.90429,0.92698,0.70814,0.62887,1.73746,0.34199,0.9077,0.0007732,0.0007732,0.0007732
235,16119.4,0.58839,1.09374,0.3344,0.90094,0.96801,0.92462,0.96533,0.83015,0.94388,0.90204,0.92741,0.70841,0.62835,1.74134,0.34293,0.90652,0.0007336,0.0007336,0.0007336
236,16188.3,0.58807,1.09465,0.3307,0.90179,0.96862,0.92462,0.965,0.82926,0.9447,0.90204,0.92711,0.70903,0.62869,1.74402,0.34468,0.9069,0.000694,0.000694,0.000694
237,16256.5,0.58144,1.07868,0.32555,0.90139,0.96762,0.92574,0.96503,0.83038,0.94387,0.90317,0.92797,0.71113,0.62946,1.74583,0.34497,0.9071,0.0006544,0.0006544,0.0006544
238,16326,0.584,1.09781,0.32682,0.90236,0.97141,0.92555,0.96469,0.82998,0.9485,0.90367,0.92901,0.71021,0.62945,1.74841,0.34445,0.90718,0.0006148,0.0006148,0.0006148
239,16393.8,0.5845,1.09411,0.33012,0.90415,0.97084,0.92674,0.96449,0.8305,0.94714,0.90493,0.92933,0.71064,0.62963,1.74844,0.34377,0.90737,0.0005752,0.0005752,0.0005752
240,16461.9,0.58405,1.09255,0.32406,0.89822,0.96945,0.92685,0.96473,0.82984,0.94562,0.90428,0.92873,0.71051,0.62978,1.74644,0.34319,0.90772,0.0005356,0.0005356,0.0005356
241,16553.4,0.50297,0.95433,0.27653,0.86253,0.96668,0.92639,0.96357,0.82928,0.94385,0.90451,0.92787,0.70824,0.63061,1.74741,0.34316,0.90834,0.000496,0.000496,0.000496
242,16620.3,0.49775,0.94284,0.27306,0.85708,0.96631,0.92628,0.96349,0.82847,0.94349,0.9044,0.92788,0.70736,0.63139,1.75063,0.34176,0.90868,0.0004564,0.0004564,0.0004564
243,16687,0.49653,0.92859,0.27276,0.85449,0.96714,0.92604,0.96365,0.82875,0.94343,0.90379,0.92624,0.70619,0.63179,1.75763,0.34203,0.90955,0.0004168,0.0004168,0.0004168
244,16754.7,0.491,0.932,0.26728,0.85905,0.96832,0.92548,0.96325,0.82808,0.9434,0.90328,0.92591,0.70498,0.63173,1.7633,0.34157,0.91009,0.0003772,0.0003772,0.0003772
245,16823.3,0.48969,0.9254,0.26696,0.84993,0.96877,0.92511,0.96331,0.82897,0.94263,0.90167,0.92519,0.70396,0.63109,1.76947,0.34263,0.90994,0.0003376,0.0003376,0.0003376
246,16891,0.49126,0.92318,0.26772,0.85503,0.96796,0.92416,0.96342,0.8287,0.94246,0.90144,0.92509,0.70438,0.63072,1.77436,0.34339,0.90982,0.000298,0.000298,0.000298
247,16958.8,0.48667,0.91493,0.26477,0.84812,0.96976,0.92297,0.96351,0.82831,0.94187,0.90032,0.92538,0.70504,0.63051,1.77904,0.34346,0.90984,0.0002584,0.0002584,0.0002584
248,17027.8,0.487,0.91922,0.26553,0.85581,0.97338,0.92265,0.96319,0.82912,0.94749,0.89799,0.92604,0.70534,0.63021,1.78633,0.34364,0.9097,0.0002188,0.0002188,0.0002188
249,17096,0.4863,0.91249,0.26221,0.85374,0.97515,0.92228,0.96325,0.829,0.94924,0.89762,0.92635,0.70581,0.63007,1.79064,0.34366,0.90955,0.0001792,0.0001792,0.0001792
250,17163.7,0.48692,0.91716,0.26245,0.85621,0.97397,0.92261,0.96324,0.82984,0.94807,0.89795,0.9261,0.70507,0.62982,1.79644,0.34343,0.90955,0.0001396,0.0001396,0.0001396
